item_id|title|category|start_time|end_time|seller_user_id|final_price|winner_id
AUC00188|Weber Spirit II Gas Grill (2022 Model)|Home & Garden|2025-03-29T00:00:00Z|2025-03-31T00:00:00Z|alexander28|90.3|barranita
AUC00189|Barbie Dreamhouse (Like New)|Toys & Games|2025-02-04T00:00:00Z|2025-02-06T00:00:00Z|xallen|225.43|nelsonjohn
AUC00190|Levi's 501 Jeans (Rare)|Fashion|2025-01-11T00:00:00Z|2025-01-13T00:00:00Z|michaelbarber|142.59|nwallace
AUC00191|Dyson V11 Vacuum Cleaner (Used)|Home & Garden|2025-05-11T00:00:00Z|2025-05-12T00:00:00Z|walkerdaniel|161.38|angelicaporter
AUC00192|Sapiens: A Brief History of Humankind (Like New)|Books|2025-06-06T00:00:00Z|2025-06-08T00:00:00Z|danielcook|45.94|cdickson
AUC00193|Weber Spirit II Gas Grill (Rare)|Home & Garden|2025-08-18T00:00:00Z|2025-08-21T00:00:00Z|wellsjordan|119.73|ehunter
AUC00194|Casio G-Shock Watch|Fashion|2025-04-20T00:00:00Z|2025-04-22T00:00:00Z|smithelizabeth|178.64|msosa
AUC00195|Sapiens: A Brief History of Humankind (Rare)|Books|2025-06-05T00:00:00Z|2025-06-07T00:00:00Z|gabriela80|112.11|johnsoncaitlin
AUC00196|Philips Hue Starter Kit (Used)|Home & Garden|2025-04-30T00:00:00Z|2025-05-02T00:00:00Z|michaelpierce|83.49|fevans
AUC00197|Sapiens: A Brief History of Humankind|Books|2025-01-22T00:00:00Z|2025-01-25T00:00:00Z|hterry|191.85|neiljennings
AUC00198|Sony WH-1000XM4 (Used)|Electronics|2025-04-14T00:00:00Z|2025-04-16T00:00:00Z|taylorkari|132.65|cindyhansen
AUC00199|Uno Card Game (2022 Model)|Toys & Games|2025-01-14T00:00:00Z|2025-01-15T00:00:00Z|briana14|103.6|joseph22
AUC00200|Bosch Cordless Drill (Like New)|Home & Garden|2025-02-01T00:00:00Z|2025-02-03T00:00:00Z|adam30|107.6|robertjones
AUC00201|Hot Wheels Mega Garage (Like New)|Toys & Games|2025-08-12T00:00:00Z|2025-08-14T00:00:00Z|aaron77|191.21|brettvargas
AUC00202|The Great Gatsby|Books|2025-08-16T00:00:00Z|2025-08-17T00:00:00Z|chadgonzales|149.65|delgadojoshua
AUC00203|Nespresso Vertuo Coffee Machine (Like New)|Home & Garden|2025-04-28T00:00:00Z|2025-04-30T00:00:00Z|michaeljohnson|88.29|rosssara
AUC00204|Dyson V11 Vacuum Cleaner (Rare)|Home & Garden|2025-03-03T00:00:00Z|2025-03-06T00:00:00Z|eatonshari|77.98|mcdanieljohn
AUC00205|Apple Watch Series 8 (Like New)|Electronics|2025-05-29T00:00:00Z|2025-05-31T00:00:00Z|xdiaz|33.33|avasquez
AUC00206|Weber Spirit II Gas Grill (2022 Model)|Home & Garden|2025-07-07T00:00:00Z|2025-07-09T00:00:00Z|usmith|115.42|joshua75
AUC00207|Sony WH-1000XM4 (Like New)|Electronics|2025-02-08T00:00:00Z|2025-02-09T00:00:00Z|mathewsjennifer|74.3|gvance
AUC00208|Samsung Galaxy S22 (Like New)|Electronics|2025-08-15T00:00:00Z|2025-08-17T00:00:00Z|djones|190.65|patricia34
AUC00209|Sapiens: A Brief History of Humankind (Like New)|Books|2025-03-20T00:00:00Z|2025-03-23T00:00:00Z|nperkins|183.8|david51
AUC00210|Vintage Concert Poster (Rare)|Collectibles|2025-08-02T00:00:00Z|2025-08-03T00:00:00Z|samanthajoseph|169.64|kcollins
AUC00211|Michael Jordan Rookie Card (Rare)|Collectibles|2025-04-11T00:00:00Z|2025-04-12T00:00:00Z|rodriguezalec|91.3|lhowell
AUC00212|Antique Pocket Watch (Used)|Collectibles|2025-04-01T00:00:00Z|2025-04-04T00:00:00Z|wbarron|170.4|joyceclark
AUC00213|The Great Gatsby (Used)|Books|2025-04-06T00:00:00Z|2025-04-09T00:00:00Z|joselane|93.68|nfuller
AUC00214|The Great Gatsby (Like New)|Books|2025-08-28T00:00:00Z|2025-08-30T00:00:00Z|timothy41|48.54|matthew89
AUC00215|Monopoly Classic Edition|Toys & Games|2025-04-28T00:00:00Z|2025-04-29T00:00:00Z|lopezmegan|137.25|tbarrett
AUC00216|Sapiens: A Brief History of Humankind|Books|2025-04-03T00:00:00Z|2025-04-06T00:00:00Z|pbarrett|181.12|hunterlori
AUC00217|Philips Hue Starter Kit (Used)|Home & Garden|2025-03-22T00:00:00Z|2025-03-24T00:00:00Z|hkrueger|138.27|weaverkimberly
AUC00218|Sony WH-1000XM4 (Rare)|Electronics|2025-06-22T00:00:00Z|2025-06-25T00:00:00Z|blackanna|61.68|torresjeremy
AUC00219|Apple iPhone 13 Pro (Like New)|Electronics|2025-03-09T00:00:00Z|2025-03-12T00:00:00Z|barbara65|94.07|dunntiffany
AUC00220|LEGO Star Wars Millennium Falcon (Used)|Toys & Games|2025-03-14T00:00:00Z|2025-03-16T00:00:00Z|kempjacob|105.45|andersondanielle
AUC00221|Philips Hue Starter Kit (2022 Model)|Home & Garden|2025-01-11T00:00:00Z|2025-01-12T00:00:00Z|james48|59|susanhicks
AUC00222|Antique Pocket Watch (Rare)|Collectibles|2025-04-23T00:00:00Z|2025-04-26T00:00:00Z|ronald40|125.99|erin72
AUC00223|Samsung Galaxy S22 (Rare)|Electronics|2025-02-27T00:00:00Z|2025-02-28T00:00:00Z|smithkristopher|197.28|wellsderek
AUC00224|The Great Gatsby (Rare)|Books|2025-04-12T00:00:00Z|2025-04-13T00:00:00Z|johnsonalexander|205.6|susan02
AUC00225|Samsung Galaxy S22|Electronics|2025-04-07T00:00:00Z|2025-04-09T00:00:00Z|jessereeves|53.13|joshuarussell
AUC00226|Sony WH-1000XM4 (Like New)|Electronics|2025-03-30T00:00:00Z|2025-04-01T00:00:00Z|rjohnston|119.75|pherring
AUC00227|Samsung Galaxy S22 (2022 Model)|Electronics|2025-05-11T00:00:00Z|2025-05-14T00:00:00Z|tyler36|223.81|alejandrahoward
AUC00228|Apple iPhone 13 Pro (Rare)|Electronics|2025-03-18T00:00:00Z|2025-03-20T00:00:00Z|perezandrew|79.83|melissa36
AUC00229|Apple Watch Series 8 (2022 Model)|Electronics|2025-06-01T00:00:00Z|2025-06-03T00:00:00Z|harrisjasmine|64.4|csmith
AUC00230|Harry Potter and the Philosopher's Stone (1st Ed.) (Used)|Books|2025-08-20T00:00:00Z|2025-08-23T00:00:00Z|lnguyen|39.78|rachaelcobb
AUC00231|IKEA LINNMON Desk (Used)|Home & Garden|2025-06-03T00:00:00Z|2025-06-05T00:00:00Z|krichards|102.73|ylong
AUC00232|Dell XPS 13 Laptop (Like New)|Electronics|2025-07-10T00:00:00Z|2025-07-13T00:00:00Z|wdavis|33.9|garyjackson
AUC00233|Bosch Cordless Drill (Rare)|Home & Garden|2025-08-23T00:00:00Z|2025-08-24T00:00:00Z|mark31|86.95|matthewmckenzie
AUC00234|The Great Gatsby (Rare)|Books|2025-02-28T00:00:00Z|2025-03-01T00:00:00Z|oscarclark|179.11|robertsmicheal
AUC00235|Atomic Habits (2022 Model)|Books|2025-03-17T00:00:00Z|2025-03-20T00:00:00Z|sullivangeorge|153.33|hhall
AUC00236|Barbie Dreamhouse (Used)|Toys & Games|2025-07-30T00:00:00Z|2025-08-01T00:00:00Z|lisa96|208.72|lisa74
AUC00237|Uno Card Game|Toys & Games|2025-07-23T00:00:00Z|2025-07-26T00:00:00Z|connie07|43.39|gpittman
AUC00238|Apple Watch Series 8 (2022 Model)|Electronics|2025-07-07T00:00:00Z|2025-07-08T00:00:00Z|teresa21|91.9|beckjeffrey
AUC00239|The Lean Startup (Like New)|Books|2025-03-21T00:00:00Z|2025-03-24T00:00:00Z|mmitchell|185.33|allentodd
AUC00240|Atomic Habits (Like New)|Books|2025-07-26T00:00:00Z|2025-07-27T00:00:00Z|kellyalexander|151.96|zacharyclarke
AUC00241|Louis Vuitton Neverfull Bag (Used)|Fashion|2025-07-08T00:00:00Z|2025-07-09T00:00:00Z|tblackwell|99.77|efoster
AUC00242|Hot Wheels Mega Garage (Rare)|Toys & Games|2025-07-26T00:00:00Z|2025-07-29T00:00:00Z|johnsonmelissa|162.07|pittseric
AUC00243|Dyson V11 Vacuum Cleaner (2022 Model)|Home & Garden|2025-07-16T00:00:00Z|2025-07-19T00:00:00Z|joseph90|101.17|danielowens
AUC00244|Casio G-Shock Watch (Rare)|Fashion|2025-02-16T00:00:00Z|2025-02-17T00:00:00Z|jasmine88|87.59|dporter
AUC00245|Adidas Ultraboost|Fashion|2025-01-05T00:00:00Z|2025-01-08T00:00:00Z|donna66|159.26|jamescrane
AUC00246|Uno Card Game (Rare)|Toys & Games|2025-07-03T00:00:00Z|2025-07-06T00:00:00Z|thomaskathleen|43.72|denise02
AUC00247|Harry Potter and the Philosopher's Stone (1st Ed.) (Rare)|Books|2025-04-24T00:00:00Z|2025-04-26T00:00:00Z|vbrown|98.65|scottquinn
AUC00248|Hot Wheels Mega Garage (2022 Model)|Toys & Games|2025-08-03T00:00:00Z|2025-08-05T00:00:00Z|gsnow|137.5|wesley27
AUC00249|Sony WH-1000XM4 (Rare)|Electronics|2025-07-01T00:00:00Z|2025-07-03T00:00:00Z|murphyrachel|110.99|craigbailey
AUC00250|Philips Hue Starter Kit (2022 Model)|Home & Garden|2025-03-27T00:00:00Z|2025-03-30T00:00:00Z|ebrown|100.24|gonzalezmartha
AUC00251|Michael Jordan Rookie Card (Like New)|Collectibles|2025-03-07T00:00:00Z|2025-03-09T00:00:00Z|pughjoshua|144.46|sylviarobinson
AUC00252|LEGO Star Wars Millennium Falcon (Rare)|Toys & Games|2025-05-30T00:00:00Z|2025-06-01T00:00:00Z|dwarner|106.22|kenneth70
AUC00253|Harry Potter and the Philosopher's Stone (1st Ed.) (Used)|Books|2025-08-14T00:00:00Z|2025-08-17T00:00:00Z|allenmiguel|72.07|chandlerlaura
AUC00254|Sapiens: A Brief History of Humankind (2022 Model)|Books|2025-05-07T00:00:00Z|2025-05-10T00:00:00Z|elliottsarah|159.21|ashley82
AUC00255|Harry Potter and the Philosopher's Stone (1st Ed.) (Like New)|Books|2025-01-02T00:00:00Z|2025-01-04T00:00:00Z|bruceyoung|80.13|kaylaharper
AUC00256|IKEA LINNMON Desk (Used)|Home & Garden|2025-02-18T00:00:00Z|2025-02-20T00:00:00Z|michellebrown|49.76|johnwilliamson
AUC00257|LEGO Star Wars Millennium Falcon (Like New)|Toys & Games|2025-02-01T00:00:00Z|2025-02-04T00:00:00Z|savannahmartinez|142.86|gutierrezsamantha
AUC00258|The Lean Startup (2022 Model)|Books|2025-07-31T00:00:00Z|2025-08-01T00:00:00Z|aaronthompson|236.96|dbarron
AUC00259|Casio G-Shock Watch (Used)|Fashion|2025-03-31T00:00:00Z|2025-04-02T00:00:00Z|jamesbush|74.31|ramseyalisha
AUC00260|Antique Pocket Watch (Rare)|Collectibles|2025-02-11T00:00:00Z|2025-02-13T00:00:00Z|jeremiah93|130.17|guerreromelissa
AUC00261|Levi's 501 Jeans (Like New)|Fashion|2025-01-20T00:00:00Z|2025-01-21T00:00:00Z|jacksoncaitlin|83.17|jeffrey52
AUC00262|The Lean Startup (Like New)|Books|2025-06-18T00:00:00Z|2025-06-21T00:00:00Z|brownkim|66.69|beckersusan
AUC00263|Casio G-Shock Watch (Like New)|Fashion|2025-05-28T00:00:00Z|2025-05-31T00:00:00Z|vincentjohnson|46.68|rthompson
AUC00264|1980s Comic Book Set (Rare)|Collectibles|2025-05-12T00:00:00Z|2025-05-15T00:00:00Z|richardgreen|135.91|ryanmunoz
AUC00265|Nespresso Vertuo Coffee Machine (Rare)|Home & Garden|2025-07-15T00:00:00Z|2025-07-18T00:00:00Z|rebeccahensley|154.67|danieltorres
AUC00266|The Great Gatsby (Rare)|Books|2025-01-04T00:00:00Z|2025-01-06T00:00:00Z|renee41|168.83|hbuck
AUC00267|Harry Potter and the Philosopher's Stone (1st Ed.) (Rare)|Books|2025-03-08T00:00:00Z|2025-03-09T00:00:00Z|dunnmarco|58.8|nsavage
AUC00268|Nike Air Force 1 (2022 Model)|Fashion|2025-01-28T00:00:00Z|2025-01-31T00:00:00Z|ginarobinson|86.18|kwyatt
AUC00269|Dyson V11 Vacuum Cleaner (Like New)|Home & Garden|2025-03-21T00:00:00Z|2025-03-24T00:00:00Z|katherine66|73.81|raymond14
AUC00270|Dyson V11 Vacuum Cleaner (Used)|Home & Garden|2025-08-13T00:00:00Z|2025-08-14T00:00:00Z|fhanson|71.76|whitney92
AUC00271|Philips Hue Starter Kit (Like New)|Home & Garden|2025-06-21T00:00:00Z|2025-06-22T00:00:00Z|brianmiranda|188.83|justin18
AUC00272|Louis Vuitton Neverfull Bag (2022 Model)|Fashion|2025-05-01T00:00:00Z|2025-05-04T00:00:00Z|kevinlopez|161.49|juliepowell
AUC00273|Philips Hue Starter Kit (2022 Model)|Home & Garden|2025-02-27T00:00:00Z|2025-03-01T00:00:00Z|uescobar|26.79|wagnermichael
AUC00274|Barbie Dreamhouse (Like New)|Toys & Games|2025-08-03T00:00:00Z|2025-08-04T00:00:00Z|jacqueline74|80.48|moorepatricia
AUC00275|Atomic Habits|Books|2025-06-25T00:00:00Z|2025-06-28T00:00:00Z|aaron84|209.11|srogers
AUC00276|1980s Comic Book Set|Collectibles|2025-05-31T00:00:00Z|2025-06-01T00:00:00Z|tylerharrison|136.25|powerssusan
AUC00277|To Kill a Mockingbird (2022 Model)|Books|2025-04-08T00:00:00Z|2025-04-10T00:00:00Z|fjohnson|75.36|zwalker
AUC00278|Apple Watch Series 8|Electronics|2025-07-16T00:00:00Z|2025-07-18T00:00:00Z|pgarrett|100.7|mali
AUC00279|Adidas Ultraboost|Fashion|2025-04-11T00:00:00Z|2025-04-13T00:00:00Z|darrell65|107.76|uwheeler
AUC00280|Nespresso Vertuo Coffee Machine (2022 Model)|Home & Garden|2025-03-30T00:00:00Z|2025-03-31T00:00:00Z|hooverchristopher|138.3|angelalucero
AUC00281|Casio G-Shock Watch (Like New)|Fashion|2025-01-07T00:00:00Z|2025-01-10T00:00:00Z|robertpaul|49.46|hernandezregina
AUC00282|Nintendo Switch (Used)|Toys & Games|2025-03-14T00:00:00Z|2025-03-15T00:00:00Z|alexandra06|92.21|gjackson
AUC00283|Dell XPS 13 Laptop|Electronics|2025-04-07T00:00:00Z|2025-04-08T00:00:00Z|eanderson|161.54|ayersmichael
AUC00284|Dell XPS 13 Laptop (Like New)|Electronics|2025-01-19T00:00:00Z|2025-01-21T00:00:00Z|david25|110.34|barry95
AUC00285|Bosch Cordless Drill (Like New)|Home & Garden|2025-06-27T00:00:00Z|2025-06-30T00:00:00Z|lisa61|25.55|vickieking
AUC00286|GoPro Hero 10 (Like New)|Electronics|2025-04-03T00:00:00Z|2025-04-05T00:00:00Z|megan34|204.3|gina24
AUC00287|IKEA LINNMON Desk (2022 Model)|Home & Garden|2025-07-18T00:00:00Z|2025-07-19T00:00:00Z|jeffrey01|91.24|michael03
AUC00288|IKEA LINNMON Desk|Home & Garden|2025-02-01T00:00:00Z|2025-02-03T00:00:00Z|aaron81|109.82|watsonmichael
AUC00289|Apple Watch Series 8|Electronics|2025-08-19T00:00:00Z|2025-08-22T00:00:00Z|jonesrachel|233.99|shawn32
AUC00290|Dyson V11 Vacuum Cleaner (Used)|Home & Garden|2025-08-22T00:00:00Z|2025-08-23T00:00:00Z|woodscaroline|157.26|ramireztyler
AUC00291|Apple iPhone 13 Pro (Used)|Electronics|2025-07-30T00:00:00Z|2025-08-02T00:00:00Z|amandavaughn|121.51|brittanygutierrez
AUC00292|Nike Air Force 1 (2022 Model)|Fashion|2025-01-09T00:00:00Z|2025-01-11T00:00:00Z|jacquelinemoody|24.92|andrew94
AUC00293|Nike Air Force 1 (Used)|Fashion|2025-03-20T00:00:00Z|2025-03-22T00:00:00Z|raymondrobbins|55.79|eric22
AUC00294|Nike Air Force 1 (Like New)|Fashion|2025-06-25T00:00:00Z|2025-06-27T00:00:00Z|dennis57|120.65|yrivera
AUC00295|The Lean Startup (Rare)|Books|2025-07-04T00:00:00Z|2025-07-05T00:00:00Z|brittany68|173.15|mooremelinda
AUC00296|Sony WH-1000XM4|Electronics|2025-02-27T00:00:00Z|2025-03-01T00:00:00Z|karmstrong|152.06|juan55
AUC00297|Nintendo Switch (Like New)|Toys & Games|2025-01-01T00:00:00Z|2025-01-04T00:00:00Z|berrykatie|83.61|huffjuan
AUC00298|Apple iPhone 13 Pro (2022 Model)|Electronics|2025-05-18T00:00:00Z|2025-05-19T00:00:00Z|freemanwilliam|105.28|mike48
AUC00299|Sapiens: A Brief History of Humankind (Rare)|Books|2025-07-09T00:00:00Z|2025-07-11T00:00:00Z|john10|218.37|nguyenlindsey
AUC00300|Antique Pocket Watch (Used)|Collectibles|2025-02-02T00:00:00Z|2025-02-05T00:00:00Z|ivargas|44.56|gomezmallory
AUC00301|Vintage Concert Poster (Rare)|Collectibles|2025-07-17T00:00:00Z|2025-07-19T00:00:00Z|hendersonronald|187.56|mgarcia
AUC00302|LEGO Star Wars Millennium Falcon (Used)|Toys & Games|2025-07-21T00:00:00Z|2025-07-23T00:00:00Z|plewis|117.24|butlerjohn
AUC00303|Nike Air Force 1 (2022 Model)|Fashion|2025-06-19T00:00:00Z|2025-06-21T00:00:00Z|heatherhoward|117.91|brendareese
AUC00304|Sapiens: A Brief History of Humankind (Like New)|Books|2025-08-15T00:00:00Z|2025-08-16T00:00:00Z|corey76|167.16|wuamy
AUC00305|Philips Hue Starter Kit (Used)|Home & Garden|2025-07-29T00:00:00Z|2025-08-01T00:00:00Z|linda48|255.94|kim86
AUC00306|Atomic Habits (Rare)|Books|2025-02-19T00:00:00Z|2025-02-21T00:00:00Z|pking|70.07|susanalvarez
AUC00307|Nintendo Switch (Rare)|Toys & Games|2025-06-16T00:00:00Z|2025-06-17T00:00:00Z|omoore|113.89|wwhite
AUC00308|Samsung Galaxy S22|Electronics|2025-07-14T00:00:00Z|2025-07-16T00:00:00Z|edwardwalton|108.79|charlesmartin
AUC00309|Philips Hue Starter Kit (2022 Model)|Home & Garden|2025-07-18T00:00:00Z|2025-07-21T00:00:00Z|mrhodes|262.08|nicole08
AUC00310|Atomic Habits (Rare)|Books|2025-06-20T00:00:00Z|2025-06-23T00:00:00Z|qyoung|39.1|floreswilliam
AUC00311|Philips Hue Starter Kit (Used)|Home & Garden|2025-02-05T00:00:00Z|2025-02-06T00:00:00Z|danielyates|246.9|leonard70
AUC00312|Bosch Cordless Drill|Home & Garden|2025-05-29T00:00:00Z|2025-05-30T00:00:00Z|kgonzalez|107.03|ryanreynolds
AUC00313|Hot Wheels Mega Garage (Like New)|Toys & Games|2025-07-28T00:00:00Z|2025-07-31T00:00:00Z|gfry|103.61|zwilliams
AUC00314|Michael Jordan Rookie Card (2022 Model)|Collectibles|2025-03-02T00:00:00Z|2025-03-04T00:00:00Z|taylormichael|74.61|ajones
AUC00315|Uno Card Game (Like New)|Toys & Games|2025-02-07T00:00:00Z|2025-02-09T00:00:00Z|jamesgolden|207.5|roconnor
AUC00316|Apple Watch Series 8 (Used)|Electronics|2025-04-11T00:00:00Z|2025-04-13T00:00:00Z|annamcclain|50.19|paulmcdaniel
AUC00317|Sapiens: A Brief History of Humankind (2022 Model)|Books|2025-07-01T00:00:00Z|2025-07-03T00:00:00Z|kara40|46.04|casey72
AUC00318|Levi's 501 Jeans (Used)|Fashion|2025-03-03T00:00:00Z|2025-03-04T00:00:00Z|hward|197.5|thompsondavid
AUC00319|Funko Pop Marvel Collection (Like New)|Collectibles|2025-06-14T00:00:00Z|2025-06-16T00:00:00Z|traviscampbell|49.92|ortegajohn
AUC00320|Apple iPhone 13 Pro (2022 Model)|Electronics|2025-02-07T00:00:00Z|2025-02-10T00:00:00Z|hendersondonna|138.94|anthonywilson
AUC00321|Nike Air Force 1|Fashion|2025-04-04T00:00:00Z|2025-04-07T00:00:00Z|richardbooth|85.12|ymiller
AUC00322|The Lean Startup (Used)|Books|2025-06-19T00:00:00Z|2025-06-21T00:00:00Z|dsmith|137.29|stoneanthony
AUC00323|GoPro Hero 10 (Rare)|Electronics|2025-08-16T00:00:00Z|2025-08-17T00:00:00Z|georgejoshua|109.75|margaretjackson
AUC00324|GoPro Hero 10 (2022 Model)|Electronics|2025-04-01T00:00:00Z|2025-04-02T00:00:00Z|ptaylor|154.99|milleralexandra
AUC00325|Michael Jordan Rookie Card (Rare)|Collectibles|2025-08-12T00:00:00Z|2025-08-13T00:00:00Z|singletonanne|24.43|bradley86
AUC00326|Dell XPS 13 Laptop|Electronics|2025-06-11T00:00:00Z|2025-06-14T00:00:00Z|sara03|135.5|vclark
AUC00327|Dell XPS 13 Laptop (Like New)|Electronics|2025-08-15T00:00:00Z|2025-08-17T00:00:00Z|bjohnson|97.14|raymond57
AUC00328|Zara Wool Coat (2022 Model)|Fashion|2025-07-26T00:00:00Z|2025-07-29T00:00:00Z|simmonsrandall|215.74|rgarcia
AUC00329|Adidas Ultraboost (2022 Model)|Fashion|2025-06-05T00:00:00Z|2025-06-06T00:00:00Z|srivas|72.05|vincent36
AUC00330|Dell XPS 13 Laptop (2022 Model)|Electronics|2025-02-28T00:00:00Z|2025-03-03T00:00:00Z|deborahporter|231.96|heather75
AUC00331|Monopoly Classic Edition (Rare)|Toys & Games|2025-05-26T00:00:00Z|2025-05-28T00:00:00Z|mackbradley|140.84|jayjackson
AUC00332|GoPro Hero 10|Electronics|2025-06-15T00:00:00Z|2025-06-18T00:00:00Z|kyle05|142.42|lynchkimberly
AUC00333|Nespresso Vertuo Coffee Machine (Like New)|Home & Garden|2025-05-13T00:00:00Z|2025-05-16T00:00:00Z|whitejim|163.08|zsweeney
AUC00334|Nike Air Force 1|Fashion|2025-07-21T00:00:00Z|2025-07-24T00:00:00Z|cynthiaclark|39.55|lshaw
AUC00335|Atomic Habits|Books|2025-07-23T00:00:00Z|2025-07-25T00:00:00Z|scottbrock|194.69|turneralexandria
AUC00336|Michael Jordan Rookie Card (Like New)|Collectibles|2025-02-23T00:00:00Z|2025-02-26T00:00:00Z|katie13|71.13|pamelagordon
AUC00337|The Great Gatsby|Books|2025-02-20T00:00:00Z|2025-02-22T00:00:00Z|mary85|117.54|jacob55
AUC00338|Dyson V11 Vacuum Cleaner (Rare)|Home & Garden|2025-06-11T00:00:00Z|2025-06-14T00:00:00Z|brian69|83.44|courtney44
AUC00339|Dell XPS 13 Laptop (2022 Model)|Electronics|2025-01-31T00:00:00Z|2025-02-01T00:00:00Z|williamsjennifer|84.33|jensenjames
AUC00340|Uno Card Game (2022 Model)|Toys & Games|2025-04-08T00:00:00Z|2025-04-11T00:00:00Z|sean33|240.28|escobarbrian
AUC00341|Levi's 501 Jeans (Like New)|Fashion|2025-07-25T00:00:00Z|2025-07-28T00:00:00Z|colemanregina|111.48|tdickerson
AUC00342|Barbie Dreamhouse (Used)|Toys & Games|2025-03-24T00:00:00Z|2025-03-25T00:00:00Z|meyerjohn|95.44|jamesshaffer
AUC00343|Nespresso Vertuo Coffee Machine (Like New)|Home & Garden|2025-07-24T00:00:00Z|2025-07-26T00:00:00Z|turnerelizabeth|147.31|hcaldwell
AUC00344|Nike Air Force 1|Fashion|2025-03-08T00:00:00Z|2025-03-10T00:00:00Z|ubarrett|121.13|udean
AUC00345|Dell XPS 13 Laptop|Electronics|2025-06-09T00:00:00Z|2025-06-11T00:00:00Z|cruzjason|74.61|matthewmiller
AUC00346|Philips Hue Starter Kit (2022 Model)|Home & Garden|2025-08-09T00:00:00Z|2025-08-11T00:00:00Z|kphillips|121.74|barberjoshua
AUC00347|Nespresso Vertuo Coffee Machine (Rare)|Home & Garden|2025-05-21T00:00:00Z|2025-05-23T00:00:00Z|kathleen76|72.48|nicolelong
AUC00348|Antique Pocket Watch (Used)|Collectibles|2025-02-05T00:00:00Z|2025-02-08T00:00:00Z|gilbertjesse|113.1|gary06
AUC00349|To Kill a Mockingbird (2022 Model)|Books|2025-05-24T00:00:00Z|2025-05-26T00:00:00Z|rdavies|152.17|allen06
AUC00350|Sapiens: A Brief History of Humankind (Used)|Books|2025-05-01T00:00:00Z|2025-05-02T00:00:00Z|nicole93|139.49|brianprice
AUC00351|Samsung Galaxy S22|Electronics|2025-01-23T00:00:00Z|2025-01-24T00:00:00Z|gallegosbarbara|156.98|julia64
AUC00352|Antique Pocket Watch (Like New)|Collectibles|2025-06-09T00:00:00Z|2025-06-12T00:00:00Z|middletonashlee|251.32|elizabethgarcia
AUC00353|Zara Wool Coat (Rare)|Fashion|2025-04-15T00:00:00Z|2025-04-16T00:00:00Z|lisawilson|104.74|stanleymarie
AUC00354|Dyson V11 Vacuum Cleaner (Like New)|Home & Garden|2025-05-10T00:00:00Z|2025-05-12T00:00:00Z|rhayes|105.72|connor96
AUC00355|Louis Vuitton Neverfull Bag|Fashion|2025-06-12T00:00:00Z|2025-06-15T00:00:00Z|josephflores|86.55|roger69
AUC00356|Zara Wool Coat (2022 Model)|Fashion|2025-06-21T00:00:00Z|2025-06-24T00:00:00Z|howardpamela|210.65|twalker
AUC00357|Dell XPS 13 Laptop (Rare)|Electronics|2025-03-21T00:00:00Z|2025-03-22T00:00:00Z|brianlee|214.99|courtney84
AUC00358|IKEA LINNMON Desk (Used)|Home & Garden|2025-03-16T00:00:00Z|2025-03-19T00:00:00Z|wendyrussell|78.26|stephaniebeard
AUC00359|To Kill a Mockingbird (Rare)|Books|2025-04-23T00:00:00Z|2025-04-25T00:00:00Z|susankirby|171.9|bdavis
AUC00360|Hot Wheels Mega Garage (2022 Model)|Toys & Games|2025-08-13T00:00:00Z|2025-08-15T00:00:00Z|amandasantiago|56.95|gregorymckinney
AUC00361|Samsung Galaxy S22 (Rare)|Electronics|2025-08-21T00:00:00Z|2025-08-23T00:00:00Z|torresronald|205.03|shines
AUC00362|Atomic Habits (2022 Model)|Books|2025-05-14T00:00:00Z|2025-05-16T00:00:00Z|tkelly|164.34|victoriataylor
AUC00363|Casio G-Shock Watch (Like New)|Fashion|2025-08-28T00:00:00Z|2025-08-29T00:00:00Z|greenryan|166.1|murphylinda
AUC00364|To Kill a Mockingbird (Used)|Books|2025-08-11T00:00:00Z|2025-08-13T00:00:00Z|eric50|298.56|barbarajackson
AUC00365|Antique Pocket Watch (Rare)|Collectibles|2025-03-19T00:00:00Z|2025-03-21T00:00:00Z|grantcassandra|106.61|jsmith
AUC00366|Zara Wool Coat (Used)|Fashion|2025-08-18T00:00:00Z|2025-08-21T00:00:00Z|iavila|90.67|brianspencer
AUC00367|Adidas Ultraboost (Rare)|Fashion|2025-07-17T00:00:00Z|2025-07-19T00:00:00Z|melissajames|115.18|arthurmendoza
AUC00368|Monopoly Classic Edition|Toys & Games|2025-06-12T00:00:00Z|2025-06-13T00:00:00Z|edwardslori|84.13|cynthiarollins
AUC00369|GoPro Hero 10 (Rare)|Electronics|2025-02-16T00:00:00Z|2025-02-18T00:00:00Z|cookebonnie|92.16|courtneyho
AUC00370|The Lean Startup (Rare)|Books|2025-01-07T00:00:00Z|2025-01-09T00:00:00Z|justingrant|126.41|thomasgoodwin
AUC00371|GoPro Hero 10 (Like New)|Electronics|2025-02-07T00:00:00Z|2025-02-09T00:00:00Z|ypaul|133.49|michael03
AUC00372|LEGO Star Wars Millennium Falcon (Rare)|Toys & Games|2025-08-05T00:00:00Z|2025-08-06T00:00:00Z|tgonzalez|46.26|williamsjames
AUC00373|The Great Gatsby (Like New)|Books|2025-04-15T00:00:00Z|2025-04-18T00:00:00Z|mcmillanhannah|243.09|colleen14
AUC00374|Zara Wool Coat (Like New)|Fashion|2025-02-17T00:00:00Z|2025-02-20T00:00:00Z|ljohnson|45.01|jjohnson
