gvkey,conm,datadate,fyear,price,eps,pe
259624,FERRAUS LTD,30/6/2008,2008,0.61,-0.03654,
259625,NTHN STAR RES LTD,30/6/2008,2008,0.07,-0.001,
259626,VOLT RESOURCES LTD,30/6/2008,2008,0.007,-0.0023,
259627,ROCKEBY BIOMED LTD,30/6/2008,2008,0.004,-0.00662,
259658,AUSTRALIAN AGRICULTURAL PROJ,30/6/2008,2008,0.02,-0.02971,
259659,TRIAUSMIN LTD,30/6/2008,2008,0.2,-0.0179,
259839,BROOKFIELD MULTIPLEX GROUP,30/6/2008,2008,,-0.2233,
260379,BERKELEY ENERGIA LTD,30/6/2008,2008,0.425,-0.068,
260380,BIODIEM LTD,30/6/2008,2008,0.11,-0.0669,
260390,GRAND GULF ENERGY LTD,30/6/2008,2008,0.022,-0.0047,
260395,MEDIGARD LTD,30/6/2008,2008,0.07,-0.0186,
260398,AZURE MINERALS LTD,30/6/2008,2008,0.125,-0.0332,
260404,SAI GLOBAL LTD,30/6/2008,2008,2.72,0.10618,25.616877
260406,SIGNATURE METALS LTD,30/6/2008,2008,0.017,-0.0026,
260478,HOLISTA COLLTECH LTD,30/6/2008,2008,0.015,-0.0102,
260479,BIG RIVER GOLD LTD,30/6/2008,2008,0.45,-0.072,
260483,CIRRUS NETWORKS HOLDINGS LTD,30/6/2008,2008,0.1,-0.0061,
260486,PARAMOUNT MINING CORP,30/6/2008,2008,0.026,-0.0136,
260487,BIG UN LTD,30/6/2008,2008,0.055,-0.0057,
260559,DGR GLOBAL LTD,30/6/2008,2008,0.065,-0.0218,
260563,PANTORO LTD,30/6/2008,2008,0.115,-0.0181,
260564,SANDFIRE RESOURCES LTD,30/6/2008,2008,0.18,-0.0824,
260641,COGSTATE LTD,30/6/2008,2008,0.16,-0.0149,
260645,YOUNG AUSTRALIAN MINES LTD,30/6/2008,2008,1.27,,
268956,DUET GROUP,30/6/2008,2008,2.58,0.0859,30.03492433
270179,PACIFIC BRANDS LTD,30/6/2008,2008,1.93,0.23206,8.316814617
270181,ZINIFEX LTD,30/6/2008,2008,,-0.3095,
270219,COMET RIDGE LTD,30/6/2008,2008,0.14,-0.01195,
270221,GRYPHON MINERALS LTD,30/6/2008,2008,0.14,-0.0358,
270294,COLORPAK LTD,30/6/2008,2008,0.47,0.07717,6.090449657
270337,CEC GROUP LTD,30/6/2008,2008,0.25,-0.2976,
270338,ZIPTEL LTD,30/6/2008,2008,0.045,0.01957,2.299437915
270341,ASCENT PHARMAHEALTH LTD,30/6/2008,2008,0.2,0.0301,6.644518272
270347,WHITEBARK ENERGY LTD,30/6/2008,2008,0.019,-0.00191,
270418,REJECT SHOP LTD,30/6/2008,2008,10.65,0.6486,16.4199815
270457,SAYONA MINING LTD,30/6/2008,2008,0.19,-0.0318,
270502,SUPER RETAIL GROUP LTD,30/6/2008,2008,2.47,0.2423,10.19397441
270802,ENERO GROUP LTD,30/6/2008,2008,2.59,0.28583,9.061330161
270845,NICK SCALI LTD,30/6/2008,2008,0.7,0.08143,8.596340415
270850,CARDNO LTD,30/6/2008,2008,4.5,0.42,10.71428571
270869,WARRNAMBOOL CHEESE & BUTTER,30/6/2008,2008,4.7,0.6253,7.516392132
270910,BRADKEN LTD,30/6/2008,2008,8.7,0.5467,15.9136638
270944,TALI DIGITAL LTD,30/6/2008,2008,0.16,-0.0889,
270947,METALS X LTD,30/6/2008,2008,0.195,-0.0076,
270954,SYNERGY PLUS LTD,30/6/2008,2008,0.057,0.00367,15.53133515
270962,RIVERSDALE MINING LTD,30/6/2008,2008,8.35,0.54513,15.31744721
271011,ACRUX LTD,30/6/2008,2008,0.94,-0.032,
271091,MATRIXVIEW LTD,30/6/2008,2008,0.15,-0.0431,
271153,LAND AND HOMES GROUP LTD,30/6/2008,2008,0.018,-0.0065,
271176,AUSTCO HEALTHCARE LTD,30/6/2008,2008,0.2,0.0232,8.620689655
271194,ESSA AUSTRALIA LTD,30/6/2008,2008,0.85,0.0911,9.330406147
271198,M2 GROUP LTD,30/6/2008,2008,0.65,0.0701,9.272467903
271242,CERAMIC FUEL CELLS LTD,30/6/2008,2008,0.34,,
271271,KABOKO MINING LTD,30/6/2008,2008,0.07,-0.0686,
271275,BMG RESOURCES LTD,30/6/2008,2008,0.061,-0.0571,
271276,LIQUEFIED NATURAL GAS LTD,30/6/2008,2008,0.745,-0.0409,
271277,ALGORAE PHARMACEUTICALS LTD,30/6/2008,2008,0.155,-0.03543,
271278,BLACKWOOD CORP LTD,30/6/2008,2008,0.06,-0.2357,
271279,METEORIC RESOURCES NL,30/6/2008,2008,0.03,-0.0082,
271280,MIRABELA NICKEL LTD,30/6/2008,2008,4.62,0.1546,29.8835705
271281,BLOSSOMVALE HOLDINGS LTD,30/6/2008,2008,0.42,0.03002,13.99067288
271282,NGM RESOURCES LTD,30/6/2008,2008,0.024,-0.1326,
271283,MZI RESOURCES LTD,30/6/2008,2008,0.05,-0.02521,
271285,CLEVER COMM AUS LTD,30/6/2008,2008,0.051,-0.0336,
271286,AEVUM LTD,30/6/2008,2008,1.75,0.2411,7.258399005
271287,ANAX METALS LTD,30/6/2008,2008,0.21,-0.1074,
271288,AUROX RESOURCES LTD,30/6/2008,2008,0.3,-0.01053,
271290,BOUNTY MINING LTD,30/6/2008,2008,0.09,-0.0087,
271291,WILDCAT RESOURCES LTD,30/6/2008,2008,0.215,-0.0506,
271292,AVASTRA SLEEP CENTRES LTD,30/6/2008,2008,0.016,-0.03809,
271293,MOUNT RIDLEY MINES LTD,30/6/2008,2008,0.03,-0.0055,
271294,BASS OIL LTD,30/6/2008,2008,0.05,-0.00732,
271295,ANTERIS TECHNOLOGIES LTD,30/6/2008,2008,0.09,-0.0132,
271297,TENNANT MINERALS LIMITED,30/6/2008,2008,0.06,-0.01033,
271298,BONAPARTE DIAMOND MINES NL,30/6/2008,2008,0.065,-0.0427,
271301,ALICE QUEEN LTD,30/6/2008,2008,0.015,-0.0015,
271302,LIFE CORPORATION LTD,30/6/2008,2008,0.35,-0.0028,
271303,ELIXIR ENERGY LTD,30/6/2008,2008,0.081,-0.0491,
271304,XCD ENERGY LTD,30/6/2008,2008,0.091,0.0024,37.91666667
271306,GASFIELDS LTD,30/6/2008,2008,0.054,-0.0115,
271308,ISS GROUP LTD,30/6/2008,2008,0.445,0.0401,11.09725686
271309,BOAB METALS LTD,30/6/2008,2008,0.06,-0.0263,
271310,MAGGIE BEER HOLDINGS LTD,30/6/2008,2008,0.55,0.056,9.821428571
271311,KAROON ENERGY LTD,30/6/2008,2008,3.85,-0.0485,
271314,LEGEND CORP LTD,30/6/2008,2008,0.08,-0.09114,
271316,METALLICA MINERALS LTD,30/6/2008,2008,0.31,0.0974,3.18275154
271317,EDU HOLDINGS LIMITED,30/6/2008,2008,0.39,0.076,5.131578947
271318,MINDAX LTD,30/6/2008,2008,0.455,-0.0076,
271319,MOBY OIL & GAS LTD,30/6/2008,2008,0.09,-0.004,
271320,K2 ENERGY LTD,30/6/2008,2008,0.07,-0.0341,
271323,DOMINION MINERALS LIMITED,30/6/2008,2008,0.085,-0.1582,
271326,PERSEUS MINING LTD,30/6/2008,2008,0.84,-0.0327,
271328,MARETERRAM LTD,30/6/2008,2008,0.1,-0.0801,
271329,PETRATHERM LTD,30/6/2008,2008,0.45,-0.0368,
271330,STRIKE ENERGY LTD,30/6/2008,2008,0.225,0.0012,187.5
271331,POLARIS METALS LTD,30/6/2008,2008,0.22,-0.0308,
271332,ASSOCIATE GLOBAL PARTNERS,30/6/2008,2008,0.07,-0.0476,
271333,QUAY MAGNESIUM LTD,30/6/2008,2008,0.02,-0.05582,
271334,SOMNOMED LTD,30/6/2008,2008,0.021,-0.00417,
271338,ACCENT GROUP LTD,30/6/2008,2008,0.26,0.02707,9.604728482
271339,INFOCUS GROUP HOLDINGS LTD,30/6/2008,2008,0.068,,
271340,ROX RESOURCES LTD,30/6/2008,2008,0.045,-0.0581,
271348,UNITED MINERALS CORP NL,30/6/2008,2008,1.11,-0.0616,
271411,MCMILLAN SHAKESPEARE LTD,30/6/2008,2008,2.35,0.25763,9.121608508
271525,ATLAS IRON LTD,30/6/2008,2008,1.55,-0.17901,
271529,MEDICAL AUSTRALIA LTD,30/6/2008,2008,0.047,-0.0095,
271530,METGASCO LTD,30/6/2008,2008,0.6,-0.01736,
271534,SERVICE STREAM LTD,30/6/2008,2008,1.06,0.1098,9.653916211
271536,VISION EYE INSTITUTE LTD,30/6/2008,2008,1.18,0.23058,5.117529708
271540,NAVITAS LTD,30/6/2008,2008,2.25,0.108,20.83333333
271605,AUDIO PIXELS HOLDINGS LTD,30/6/2008,2008,0.2,0.00565,35.39823009
271607,MESOBLAST LTD,30/6/2008,2008,1.1,-0.0881,
271608,OTTO ENERGY LTD,30/6/2008,2008,0.28,-0.0313,
271610,DIA B TECH,30/6/2008,2008,0.02,-0.0214,
271729,VALMEC LTD,30/6/2008,2008,0.11,-0.0322,
271731,DONACO INTERNATIONAL LTD,30/6/2008,2008,0.035,-0.0386,
271749,GIPPSLAND OFFSHORE PETROLEUM,30/6/2008,2008,0.075,-0.01196,
271813,CONNECTEAST GROUP,30/6/2008,2008,,-0.00998,
271835,DATADOT TECHNOLOGY LTD,30/6/2008,2008,0.15,0.0069,21.73913043
271982,NORWOOD IMMUNOLOGY LTD,30/6/2008,2008,0.0238,-0.1248,
272228,ADVANCE ZINCTEK LTD,30/6/2008,2008,0.065,-0.0252,
272233,AUSTIN ENGINEERING LTD,30/6/2008,2008,2.22,0.24734,8.975499313
272236,JUPITER MINES LTD,30/6/2008,2008,0.155,,
272237,KALNORTH GOLD MINES LTD,30/6/2008,2008,0.7,0.0247,28.34008097
272241,COPPER STRIKE LTD,30/6/2008,2008,0.43,-0.0031,
272243,MINOTAUR EXPLORATION LTD,30/6/2008,2008,0.22,-0.0404,
272247,RESAPP HEALTH LTD,30/6/2008,2008,0.016,-0.01324,
272259,TRAFFIC TECHNOLOGIES LTD,30/6/2008,2008,0.06,-0.08155,
272268,QUINTIS LTD,30/6/2008,2008,1.17,0.1496,7.820855615
272269,TELEZON LTD,30/6/2008,2008,0.12,-0.00941,
272288,GWR GROUP LTD,30/6/2008,2008,1.28,-0.1068,
272291,GREAT AUSTRALIAN RES LTD,30/6/2008,2008,0.07,-0.0687,
272294,CAULDRON ENERGY LTD,30/6/2008,2008,0.2,-0.0316,
272299,ORH LTD,30/6/2008,2008,0.071,-0.0182,
272300,NORTHWEST RESOURCES LTD,30/6/2008,2008,0.045,-0.0151,
272520,VANGO MINING LTD,30/6/2008,2008,0.072,-0.06988,
272521,LYCOPODIUM LTD,30/6/2008,2008,4.2,0.3301,12.72341715
272602,RHIPE LTD,30/6/2008,2008,0.17,-0.0915,
272604,NEURIZER LTD,30/6/2008,2008,0.96,-0.0921,
272635,TERRITORY RESOURCES LTD,30/6/2008,2008,0.4,-0.2052,
272672,PROVARIS ENERGY LTD,30/6/2008,2008,0.05,-0.0332,
272690,1300 SMILES LTD,30/6/2008,2008,2.4,0.11705,20.50405809
272692,RAGNAR METALS LTD,30/6/2008,2008,0.09,-0.0221,
272694,HASTIE GROUP LTD,30/6/2008,2008,2.43,0.29151,8.335906144
272695,MURCHISON METALS LTD,30/6/2008,2008,1.275,0.0104,122.5961538
272696,PYC THERAPEUTICS LTD,30/6/2008,2008,0.105,-0.032,
272718,ABRA MINING LTD,30/6/2008,2008,0.57,-0.0166,
272721,CFK CHILDCARE CENTRES,30/6/2008,2008,0.042,-0.2354,
272726,RESOURCES AND ENERGY GROUP,30/6/2008,2008,0.06,-0.0098,
272763,POWER MINERALS LIMITED,30/6/2008,2008,0.445,-0.0821,
272775,SEEK LTD,30/6/2008,2008,5.11,0.26624,19.19320913
272783,AMBERTECH LTD,30/6/2008,2008,0.6,0.1035,5.797101449
272791,MATSA RESOURCES LTD,30/6/2008,2008,0.03,-0.02682,
272793,MACQUARIE MEDIA LTD,30/6/2008,2008,0.535,0.0481,11.12266112
272799,PAPYRUS AUSTRALIA LTD,30/6/2008,2008,0.244,-0.0327,
272802,IONDRIVE LIMITED,30/6/2008,2008,0.12,-0.0367,
272816,DECMIL GROUP LTD,30/6/2008,2008,0.25,0.0005,500
272828,PRO-PAC PACKAGING LTD,30/6/2008,2008,0.36,0.0169,21.30177515
272832,FIELD SOLUTIONS HOLDINGS LTD,30/6/2008,2008,0.155,-0.04327,
272833,BANNERMAN ENERGY LTD,30/6/2008,2008,0.67,-0.0818,
272837,STELLAR RESOURCES LTD,30/6/2008,2008,0.14,-0.0855,
272838,SUNDANCE ENERGY AUSTRALIA,30/6/2008,2008,0.285,0.1196,2.382943144
272842,FUSION RESOURCES LTD,30/6/2008,2008,0.35,-0.1769,
272843,AED OIL LTD,30/6/2008,2008,1.45,1.6525,0.877458396
272847,CLEANAWAY WASTE MGMT LTD,30/6/2008,2008,7,0.6181,11.32502831
272882,IRON ORE HLDGS LTD,30/6/2008,2008,0.41,-0.0397,
272954,GAS2GRID LTD,30/6/2008,2008,0.038,-0.004,
272962,PIPE NETWORKS LTD,30/6/2008,2008,3.45,0.1583,21.79406191
272977,CANNINDAH RESOURCES LTD,30/6/2008,2008,0.06,-0.0061,
272979,BOW ENERGY LTD - OLD,30/6/2008,2008,0.35,-0.0054,
273011,DOMINOS PIZZA ENTERPRISES LT,30/6/2008,2008,3.2,0.1842,17.37242128
273035,CONDOR ENERGY LTD,30/6/2008,2008,,-0.09273,
273070,SIV CAPITAL LTD,30/6/2008,2008,1.12,0.175,6.4
273157,PEOPLEBANK AUSTRALIA LTD,30/6/2008,2008,0.6,0.0853,7.033997655
273167,ELK PETROLEUM LTD,30/6/2008,2008,0.315,-0.0309,
273217,QUICKFLIX LTD,30/6/2008,2008,0.038,-0.05193,
273227,GBST HOLDINGS LTD,30/6/2008,2008,1.315,0.1244,10.57073955
273228,NZURI COPPER LTD,30/6/2008,2008,0.026,-0.0233,
273231,APOLLO CONSOLIDATED LTD,30/6/2008,2008,,-0.042,
273250,CORAZON MINING LTD,30/6/2008,2008,0.12,-0.0444,
273350,PENRICE SODA HOLDINGS LTD,30/6/2008,2008,1.525,0.16109,9.466757713
273384,TATTS GROUP LTD,30/6/2008,2008,2.38,0.20262,11.74612575
273420,CMA CORPORATION LTD,30/6/2008,2008,0.27,0.04963,5.440257909
273500,EXPLAURUM LTD,30/6/2008,2008,0.066,-0.019,
273502,RED RIVER RESOURCES LTD,30/6/2008,2008,0.1,-0.0192,
273537,WELLCOM GROUP LTD,30/6/2008,2008,2.05,0.20051,10.22392898
273809,BRAZILIAN CRITICAL MINERALS,30/6/2008,2008,0.03,-0.01199,
273819,ONCOSIL MEDICAL LTD,30/6/2008,2008,0.09,-0.0491,
273889,WPG RESOURCES LTD,30/6/2008,2008,0.53,-0.0388,
273904,ACCENT RESOURCES NL,30/6/2008,2008,0.2,-0.009,
273956,GREATCELL SOLAR LTD,30/6/2008,2008,0.73,-0.0739,
273957,KORAB RESOURCES LTD,30/6/2008,2008,0.09,-0.02269,
274001,ENERGY METALS LTD,30/6/2008,2008,0.725,-0.0031,
274019,SOLIMAR ENERGY LTD,30/6/2008,2008,0.12,-0.0413,
274021,VIRIDIS CLEAN ENERGY,30/6/2008,2008,0.62,-0.109,
274027,NORTON GOLD FIELDS LTD,30/6/2008,2008,0.175,0.0285,6.140350877
274028,HIGHCOM LIMITED,30/6/2008,2008,0.02,-0.031,
274041,AUSROC METALS LTD,30/6/2008,2008,0.18,-0.1798,
274058,NEW WORLD RESOURCES LTD,30/6/2008,2008,0.075,-0.20283,
274063,FIREFLY METALS LTD,30/6/2008,2008,0.095,-0.0173,
274073,CLIVPEE LTD,30/6/2008,2008,0.405,0.0809,5.00618047
274074,RAWSON OIL AND GAS LTD,30/6/2008,2008,0.11,-0.0117,
274124,GIACONDA LTD,30/6/2008,2008,0.145,-0.0384,
274155,INTERNATIONAL FERRO METALS,30/6/2008,2008,0.44,1.1405,0.385795704
274178,AUZEX RESOURCES LTD,30/6/2008,2008,0.55,-0.0395,
274255,AUSTRALIAN OIL CO LTD,30/6/2008,2008,0.09,-0.0224,
274258,VITAL METALS LTD,30/6/2008,2008,0.17,-0.0266,
274286,QUICKSTEP HOLDINGS LTD,30/6/2008,2008,0.18,-0.04131,
274312,HODGES RESOURCES LTD,30/6/2008,2008,0.08,-0.0779,
274315,GREENWING RESOURCES LTD,30/6/2008,2008,0.145,0.0182,7.967032967
274416,CARDIEX LTD,30/6/2008,2008,0.1,-0.0379,
274429,REGIONAL EXPRESS HLDGS LTD,30/6/2008,2008,1.02,0.2033,5.017215937
274438,LITTLE WORLD BEVERAGES LTD,30/6/2008,2008,1.55,0.0578,26.816609
274439,CATHRX LTD,30/6/2008,2008,0.73,-0.2492,
274441,MAXIMUS RESOURCES LTD,30/6/2008,2008,0.1,-0.0097,
274453,MAGNIS ENERGY TECH LTD,30/6/2008,2008,0.215,-0.06962,
274454,ARDIDEN LTD,30/6/2008,2008,0.015,-0.0331,
274457,VITA GROUP LIMITED,30/6/2008,2008,0.32,0.0574,5.574912892
274466,ARROW MINERALS LTD,30/6/2008,2008,0.05,-0.0082,
274487,AUB GROUP LTD,30/6/2008,2008,4.3,0.28558,15.05707683
274497,EUROPA METALS LTD,30/6/2008,2008,0.092,,
274512,SOUTHERN CROSS MEDIA GROUP,30/6/2008,2008,2.65,0.17398,15.23163582
274519,AUTOMOTIVE HLDG GP LTD,30/6/2008,2008,1.69,0.2779,6.081324217
274564,UXA RESOURCES LTD,30/6/2008,2008,0.061,-0.0349,
274582,TALISMAN MINING LTD,30/6/2008,2008,0.31,-0.0174,
274625,ODYSSEY GOLD LIMITED,30/6/2008,2008,0.15,-0.01222,
274627,MACH7 TECHNOLOGIES LTD,30/6/2008,2008,0.043,-0.06052,
274640,SEEING MACHINES LD,30/6/2008,2008,0.0163,0.0011,14.81818182
274690,DYNASTY METALS AUSTRALIA,30/6/2008,2008,0.15,-0.0639,
274740,GLOBE METALS & MINING LTD,30/6/2008,2008,0.17,-0.0185,
274741,ANAGENICS LIMITED,30/6/2008,2008,0.052,-0.0412,
274762,CLEAN SEAS SEAFOOD LTD,30/6/2008,2008,0.64,-0.0045,
274813,GLG CORP LTD,30/6/2008,2008,0.27,0.0854,3.161592506
274814,NATIONAL LEISURE AND GAMING,30/6/2008,2008,0.011,-0.2949,
274847,SAFEROADS HOLDINGS LTD,30/6/2008,2008,1.44,0.1915,7.519582245
274854,REVERSE CORP LTD,30/6/2008,2008,1.5,0.2175,6.896551724
274879,A.C.N. 112 682 158 LTD,30/6/2008,2008,0.67,-0.005,
274904,GOODMAN FIELDER LTD,30/6/2008,2008,1.39,0.02091,66.47537064
274905,BELLEVUE GOLD LTD,30/6/2008,2008,0.016,-0.01004,
274923,EUREKA ENERGY LTD,30/6/2008,2008,0.14,-0.0168,
274926,ARIKA RESOURCES LIMITED,30/6/2008,2008,0.018,-0.0715,
275011,OAKS HOTELS & RESORTS LTD,30/6/2008,2008,0.85,0.0962,8.835758836
275101,TRIANGLE ENERGY (GLOBAL) LTD,30/6/2008,2008,0.02,0,
275107,AZUMAH RESOURCES LTD,30/6/2008,2008,0.11,-0.0519,
275186,EML PAYMENTS LTD,30/6/2008,2008,0.057,-0.0195,
275239,SUCCESS RESOURCES GLOBAL LTD,30/6/2008,2008,0.04,-0.0182,
275247,INFIGEN ENERGY,30/6/2008,2008,1.05,0.02989,35.12880562
275250,BROOKSIDE ENERGY LTD,30/6/2008,2008,0.475,-0.0458,
275290,KILAND LTD,30/6/2008,2008,0.17,-0.0073,
275342,EVE HEALTH GROUP LIMITED,30/6/2008,2008,,,
275352,RESA GROUP LTD,30/6/2008,2008,0.375,0.0613,6.117455139
275465,VDM GROUP LTD,30/6/2008,2008,1.26,0.22585,5.578924065
275475,TTA HOLDINGS LTD,30/6/2008,2008,0.093,0.20818,0.446728792
275521,RED HILL MINERALS LTD,30/6/2008,2008,4.2,-0.0349,
275548,ANTILLES GOLD LTD,30/6/2008,2008,0.065,-0.0236,
275680,CENTRAL PETROLEUM LTD,30/6/2008,2008,0.145,-0.0668,
275712,STRZELECKI METALS LTD,30/6/2008,2008,0.18,-0.0205,
275872,CHALICE MINING LTD,30/6/2008,2008,0.1,0.0101,9.900990099
275873,CORTONA RESOURCES,30/6/2008,2008,0.12,-0.0142,
275874,ENCOUNTER RESOURCES,30/6/2008,2008,0.3,-0.0125,
275876,FINDERS RESOURCES LTD,30/6/2008,2008,0.25,-0.0752,
275895,TERRAIN MINERALS LTD,30/6/2008,2008,0.05,-0.0199,
275903,ENECO REFRESH LTD,30/6/2008,2008,0.075,-0.00178,
276539,STRICKLAND METALS LTD,30/6/2008,2008,0.035,-0.0684,
276547,MAGNETITE MINES LTD,30/6/2008,2008,0.12,-0.0585,
276553,BIGAIR GROUP LTD,30/6/2008,2008,0.045,-0.0273,
276602,ACTIVEX LIMITED,30/6/2008,2008,0.084,-0.0141,
276714,GLADSTONE PACIFIC NICKEL LTD,30/6/2008,2008,0.375,-0.2214,
276757,1-PAGE LTD,30/6/2008,2008,0.11,-0.0232,
276762,CAP-XX,30/6/2008,2008,0.205,-0.23612,
277181,CASTLE MINERALS LTD,30/6/2008,2008,0.18,-0.051,
277182,LORD RESOURCES LIMITED,30/6/2008,2008,0.1,,
277186,MISSION NEWENERGY LTD,30/6/2008,2008,0.5,0.07217,6.928086463
277364,LUMIRA ENERGY LIMITED,30/6/2008,2008,0.03,,
277422,AVOCET RESOURCES LTD,30/6/2008,2008,0.22,-0.0282,
277448,ECHO RESOURCES LTD -OLD,30/6/2008,2008,0.06,-0.0327,
277577,LINC ENERGY LTD,30/6/2008,2008,5.01,,
277589,PRAEMIUM LTD,30/6/2008,2008,0.25,-0.0738,
277807,A-CAP ENERGY LTD,30/6/2008,2008,0.3,-0.0122,
277809,SKY AND SPACE COMPANY LTD,30/6/2008,2008,0.075,-0.0759,
277814,SYMBIO HOLDINGS LTD,30/6/2008,2008,0.14,-0.0376,
277854,PLATINA RESOURCES LIMITED,30/6/2008,2008,0.35,-0.092,
277902,AURA ENERGY LTD,30/6/2008,2008,0.23,-0.0312,
277907,WOTIF.COM HOLDINGS LTD,30/6/2008,2008,3.7,0.1681,22.01070791
277955,EDEN INNOVATIONS LTD,30/6/2008,2008,0.145,-0.0675,
277956,EQ RESOURCES LTD,30/6/2008,2008,0.19,-0.0554,
277958,MAGMA METALS LTD,30/6/2008,2008,0.52,-0.1113,
277977,SEDGMAN LIMITED,30/6/2008,2008,2.15,0.1314,16.36225266
278101,CAPITOL HEALTH LTD,30/6/2008,2008,0.06,0.00065,92.30769231
278110,REY RESOURCES LTD,30/6/2008,2008,0.18,-0.03286,
278119,DWS LTD,30/6/2008,2008,1,0.13517,7.398091292
278159,TRAFFORD RESOURCES LTD,30/6/2008,2008,0.385,-0.0767,
278168,ENERGY TRANSITION MINERALS,30/6/2008,2008,0.3,-0.24,
278170,YARI MINERALS LIMITED,30/6/2008,2008,0.06,-0.0136,
278186,RETAIL FOOD GROUP LTD,30/6/2008,2008,1.4,0.199,7.035175879
278196,NAGAMBIE RESOURCES LTD,30/6/2008,2008,0.024,-0.0347,
278209,BRAVURA SOLUTIONS LTD,30/6/2008,2008,0.4,,
278222,ROYALCO RESOURCES LTD,30/6/2008,2008,0.22,-0.007,
278229,AUSTRALIAN DAIRY NUTRITIONAL,30/6/2008,2008,0.081,-0.197,
278245,GOLD ROAD RESOURCES LTD,30/6/2008,2008,0.16,-0.0549,
278328,CENTREBET INTL LTD,30/6/2008,2008,1.44,0.14901,9.663780954
278329,COBAR CONS RES LTD,30/6/2008,2008,0.12,-0.0094,
278364,MUTINY GOLD LTD,30/6/2008,2008,0.055,-0.0077,
278405,CENTREX LIMITED,30/6/2008,2008,0.26,-0.0056,
278450,EOR GRP LTD,30/6/2008,2008,0.04,-0.0356,
278452,AXP ENERGY LIMITED,30/6/2008,2008,0.155,-0.0683,
278454,WESTSTAR INDUSTRIAL LTD,30/6/2008,2008,0.035,-0.0584,
278456,FRANKLAND RIVER OLIVE CO LTD,30/6/2008,2008,0.055,-0.15167,
278457,GLADIATOR RESOURCES LTD,30/6/2008,2008,0.075,-0.0128,
278526,CATALYST METALS LTD,30/6/2008,2008,0.075,-0.00557,
278546,EMECO HOLDINGS LTD,30/6/2008,2008,0.8,0.107,7.476635514
278551,CALIMA ENERGY LTD,30/6/2008,2008,0.3,-0.1274,
278575,RIVERCITY MOTORWAY MGMT,30/6/2008,2008,0.185,0.0487,3.798767967
278576,INVESTOR CENTRE LIMITED,30/6/2008,2008,0.14,-0.0354,
278579,REDSTONE RESOURCES LTD,30/6/2008,2008,0.24,-0.0158,
278629,CASSIUS MINING LTD,30/6/2008,2008,0.085,-0.0776,
278652,CLEVER CULTURE SYSTEMS LTD,30/6/2008,2008,0.155,0.0073,21.23287671
278671,IRONBARK ZINC LTD,30/6/2008,2008,0.155,-0.0025,
278749,CZR RESOURCES LTD,30/6/2008,2008,0.1,-0.0638,
278786,AMA GROUP LTD,30/6/2008,2008,0.305,0.0549,5.555555556
278788,TILLEGRAH LTD,30/6/2008,2008,0.105,-0.0286,
278807,URANIUM KING LTD,30/6/2008,2008,,-0.02081,
278864,PURE ENERGY RESOURCES LTD,30/6/2008,2008,1.55,-0.018,
278943,ETHANE PIPELINE INCOME FUND,30/6/2008,2008,1.415,-0.03427,
278953,COGENT DEVELOPMENT GROUP LTD,30/6/2008,2008,0.09,-0.046,
279175,BLUGLASS LTD,30/6/2008,2008,0.26,-0.01622,
279180,CRITICA LIMITED,30/6/2008,2008,0.205,-0.03726,
279188,STERLING PLANTATIONS LTD,30/6/2008,2008,0.1,-0.19152,
279211,SHIELD MINING LTD,30/6/2008,2008,0.085,-0.0423,
279212,NTM GOLD LTD,30/6/2008,2008,0.074,-0.0577,
279213,WILUNA MINING CORP LTD,30/6/2008,2008,0.15,-0.0736,
279314,TUNGSTEN METALS GROUP LTD,30/6/2008,2008,0.17,,
279344,MANTRA RESOURCES LTD,30/6/2008,2008,1.37,-0.7764,
279350,AVENIRA LTD,30/6/2008,2008,0.97,-0.0476,
279407,BEACON MINERALS LTD,30/6/2008,2008,0.065,-0.05,
279419,EMPEROR ENERGY LTD,30/6/2008,2008,0.06,-0.0106,
279428,PATERSON RESOURCES LTD,30/6/2008,2008,0.047,-0.0162,
279456,EVEREST METALS CORPORATION,30/6/2008,2008,0.063,-0.0085,
279516,FAIRSTAR RESOURCES LTD,30/6/2008,2008,0.105,-0.1485,
279626,DREADNOUGHT RESOURCES LTD,30/6/2008,2008,0.045,0.0007,64.28571429
279628,ONTERRAN LTD,30/6/2008,2008,1.59,0.1974,8.054711246
281411,ENTYR LIMITED,30/6/2008,2008,0.09,-0.0469,
281415,FLAT GLASS INDUSTRIES LTD,30/6/2008,2008,1.05,0.13525,7.763401109
281423,NEW AGE EXPLORATION LTD,30/6/2008,2008,0.17,-0.0096,
281428,CARAVEL MINERALS LTD,30/6/2008,2008,0.625,-0.0669,
281429,SWICK MINING SERVICES LTD,30/6/2008,2008,1.05,0.0717,14.64435146
281439,SALT LAKE POTASH LTD,30/6/2008,2008,0.18,-0.0934,
281444,PATTIES FOODS LTD,30/6/2008,2008,0.98,0.0996,9.83935743
281462,WALKABOUT RESOURCES LTD,30/6/2008,2008,0.165,-0.07459,
281468,HZ LIM LTD,30/6/2008,2008,0.55,0.0735,7.482993197
281478,IDM INTERNATIONAL LTD,30/6/2008,2008,0.22,-0.01254,
281479,ELEMENT 25 LTD,30/6/2008,2008,0.1,-0.0614,
281517,RENEGADE EXPLORATION LTD,30/6/2008,2008,0.29,-0.0138,
281519,PROBIOTEC LIMITED,30/6/2008,2008,1.45,0.1355,10.70110701
