item_id|bidder_id|bid_amount|bid_time
AUC00293|ashleeoconnor|37.26|2025-03-21T00:00:00Z
AUC00293|eric22|55.79|2025-03-21T00:00:00Z
AUC00294|berrylaura|27.05|2025-06-25T00:00:00Z
AUC00294|sotosydney|31.09|2025-06-25T00:00:00Z
AUC00294|jcollins|39.39|2025-06-25T00:00:00Z
AUC00294|mannmichael|37.39|2025-06-25T00:00:00Z
AUC00294|julia56|50.62|2025-06-25T00:00:00Z
AUC00294|imoore|73.67|2025-06-25T00:00:00Z
AUC00294|rrobbins|76.88|2025-06-25T00:00:00Z
AUC00294|meghanmiller|62.85|2025-06-25T00:00:00Z
AUC00294|nswanson|76.75|2025-06-25T00:00:00Z
AUC00294|reevesmaria|93.37|2025-06-25T00:00:00Z
AUC00294|lori24|109.51|2025-06-25T00:00:00Z
AUC00294|rodneycurry|129.07|2025-06-25T00:00:00Z
AUC00294|pattersonroy|71.76|2025-06-25T00:00:00Z
AUC00294|yrivera|120.65|2025-06-25T00:00:00Z
AUC00295|lgarcia|93.61|2025-07-04T00:00:00Z
AUC00295|andrewarcher|99.18|2025-07-04T00:00:00Z
AUC00295|butlermichelle|100.55|2025-07-04T00:00:00Z
AUC00295|douglasbates|108.92|2025-07-04T00:00:00Z
AUC00295|raymondberg|119.55|2025-07-04T00:00:00Z
AUC00295|courtneylane|112.07|2025-07-04T00:00:00Z
AUC00295|alexcantu|108.68|2025-07-04T00:00:00Z
AUC00295|phudson|155.48|2025-07-04T00:00:00Z
AUC00295|claytonandrade|107.2|2025-07-04T00:00:00Z
AUC00295|darlene91|177.51|2025-07-04T00:00:00Z
AUC00295|mooremelinda|173.15|2025-07-04T00:00:00Z
AUC00296|warrenmichael|85.15|2025-02-27T00:00:00Z
AUC00296|tpeterson|88.87|2025-02-27T00:00:00Z
AUC00296|deborah93|103.93|2025-02-28T00:00:00Z
AUC00296|torresjoseph|106.68|2025-02-28T00:00:00Z
AUC00296|webernicole|120.53|2025-02-28T00:00:00Z
AUC00296|richardlynn|113.79|2025-02-28T00:00:00Z
AUC00296|caroline96|133.47|2025-02-28T00:00:00Z
AUC00296|rodriguezcarl|121.57|2025-02-28T00:00:00Z
AUC00296|wmorrison|138.4|2025-02-28T00:00:00Z
AUC00296|juan55|152.06|2025-02-28T00:00:00Z
AUC00297|susan86|48.27|2025-01-01T00:00:00Z
AUC00297|ybailey|52.38|2025-01-01T00:00:00Z
AUC00297|mayerjoseph|52.72|2025-01-01T00:00:00Z
AUC00297|georgeanderson|69.36|2025-01-01T00:00:00Z
AUC00297|huffjuan|83.61|2025-01-02T00:00:00Z
AUC00298|brenda07|97.45|2025-05-18T00:00:00Z
AUC00298|paceeric|102.28|2025-05-18T00:00:00Z
AUC00298|mike48|105.28|2025-05-19T00:00:00Z
AUC00299|anna73|89.49|2025-07-09T00:00:00Z
AUC00299|nschultz|95.02|2025-07-10T00:00:00Z
AUC00299|kimberly35|97.65|2025-07-10T00:00:00Z
AUC00299|john21|96.13|2025-07-10T00:00:00Z
AUC00299|howardgilbert|95.31|2025-07-10T00:00:00Z
AUC00299|davidhawkins|118.11|2025-07-10T00:00:00Z
AUC00299|michaelgonzalez|138.47|2025-07-10T00:00:00Z
AUC00299|blucas|152.94|2025-07-10T00:00:00Z
AUC00299|melissaanderson|161.94|2025-07-10T00:00:00Z
AUC00299|christiancummings|99.6|2025-07-10T00:00:00Z
AUC00299|jose72|188.46|2025-07-10T00:00:00Z
AUC00299|davidschultz|123.8|2025-07-10T00:00:00Z
AUC00299|jonathanshelton|173.57|2025-07-10T00:00:00Z
AUC00299|ysimon|189.26|2025-07-10T00:00:00Z
AUC00299|dylangeorge|172.27|2025-07-10T00:00:00Z
AUC00299|nguyenlindsey|218.37|2025-07-10T00:00:00Z
AUC00300|dcurtis|11.05|2025-02-02T00:00:00Z
AUC00300|sthompson|12.64|2025-02-03T00:00:00Z
AUC00300|vford|26.26|2025-02-03T00:00:00Z
AUC00300|bellvirginia|23.25|2025-02-03T00:00:00Z
AUC00300|fperry|22.52|2025-02-03T00:00:00Z
AUC00300|lorraine25|58.53|2025-02-03T00:00:00Z
AUC00300|garciabrittany|42.77|2025-02-03T00:00:00Z
AUC00300|jose25|43.51|2025-02-03T00:00:00Z
AUC00300|amandarobinson|78.42|2025-02-03T00:00:00Z
AUC00300|karenblankenship|55.56|2025-02-03T00:00:00Z
AUC00300|deborah65|88.49|2025-02-03T00:00:00Z
AUC00300|bwall|106.91|2025-02-03T00:00:00Z
AUC00300|ljenkins|70.9|2025-02-03T00:00:00Z
AUC00300|sarah29|56.07|2025-02-03T00:00:00Z
AUC00300|huynhcarlos|48.47|2025-02-03T00:00:00Z
AUC00300|danieltownsend|158.81|2025-02-03T00:00:00Z
AUC00300|lynchtracy|167.69|2025-02-03T00:00:00Z
AUC00300|ashleybishop|145.05|2025-02-03T00:00:00Z
AUC00300|lisaberry|174.76|2025-02-03T00:00:00Z
AUC00300|john16|46.21|2025-02-03T00:00:00Z
AUC00300|clarkfelicia|187.71|2025-02-03T00:00:00Z
AUC00300|kmcclain|180.65|2025-02-03T00:00:00Z
AUC00300|john14|89.22|2025-02-03T00:00:00Z
AUC00300|kelleyrita|117.15|2025-02-03T00:00:00Z
AUC00300|gomezmallory|44.56|2025-02-03T00:00:00Z
AUC00301|kellymason|88.61|2025-07-17T00:00:00Z
AUC00301|molly24|92.26|2025-07-17T00:00:00Z
AUC00301|cynthia03|104.68|2025-07-17T00:00:00Z
AUC00301|watsonalexandra|114.96|2025-07-17T00:00:00Z
AUC00301|samantharay|122.66|2025-07-17T00:00:00Z
AUC00301|kmaxwell|101.9|2025-07-17T00:00:00Z
AUC00301|ekaiser|106.32|2025-07-17T00:00:00Z
AUC00301|pamela65|127.74|2025-07-17T00:00:00Z
AUC00301|youngamanda|149.31|2025-07-17T00:00:00Z
AUC00301|aaron79|159.91|2025-07-17T00:00:00Z
AUC00301|sreyes|121.89|2025-07-17T00:00:00Z
AUC00301|vlopez|189.28|2025-07-17T00:00:00Z
AUC00301|jessicajohnson|137.17|2025-07-17T00:00:00Z
AUC00301|henrystacey|142.78|2025-07-17T00:00:00Z
AUC00301|campbellnicole|218.4|2025-07-17T00:00:00Z
AUC00301|zanderson|183.03|2025-07-17T00:00:00Z
AUC00301|christopher23|217.97|2025-07-17T00:00:00Z
AUC00301|maria58|206.08|2025-07-17T00:00:00Z
AUC00301|scottbennett|232.35|2025-07-17T00:00:00Z
AUC00301|andrew23|264.2|2025-07-17T00:00:00Z
AUC00301|maria33|213.21|2025-07-18T00:00:00Z
AUC00301|grosales|233.86|2025-07-18T00:00:00Z
AUC00301|patricia25|253.26|2025-07-18T00:00:00Z
AUC00301|michelle96|223.37|2025-07-18T00:00:00Z
AUC00301|mgarcia|187.56|2025-07-18T00:00:00Z
AUC00302|tallen|77.73|2025-07-22T00:00:00Z
AUC00302|kristina37|83.79|2025-07-22T00:00:00Z
AUC00302|iterry|97.61|2025-07-22T00:00:00Z
AUC00302|blewis|91.63|2025-07-22T00:00:00Z
AUC00302|austinclarke|106.13|2025-07-22T00:00:00Z
AUC00302|lmoyer|91.4|2025-07-22T00:00:00Z
AUC00302|butlerjohn|117.24|2025-07-22T00:00:00Z
AUC00303|judythompson|87.53|2025-06-19T00:00:00Z
AUC00303|awalls|93.15|2025-06-19T00:00:00Z
AUC00303|nathanrush|102.58|2025-06-19T00:00:00Z
AUC00303|grantdaniel|95.03|2025-06-20T00:00:00Z
AUC00303|psmith|103.9|2025-06-20T00:00:00Z
AUC00303|zimmermansusan|110.62|2025-06-20T00:00:00Z
AUC00303|brendareese|117.91|2025-06-20T00:00:00Z
AUC00304|kathleensnyder|77.88|2025-08-15T00:00:00Z
AUC00304|kevinjackson|79.34|2025-08-15T00:00:00Z
AUC00304|nmcdonald|91|2025-08-15T00:00:00Z
AUC00304|lmclean|88.24|2025-08-15T00:00:00Z
AUC00304|james80|90.93|2025-08-15T00:00:00Z
AUC00304|dominguezmark|124.81|2025-08-15T00:00:00Z
AUC00304|stokesmichael|96.86|2025-08-15T00:00:00Z
AUC00304|scott25|137.75|2025-08-15T00:00:00Z
AUC00304|stewartmary|156.31|2025-08-15T00:00:00Z
AUC00304|abigailcervantes|102.79|2025-08-15T00:00:00Z
AUC00304|wuamy|167.16|2025-08-15T00:00:00Z
AUC00305|codystevens|96.02|2025-07-29T00:00:00Z
AUC00305|sanchezlarry|105.53|2025-07-29T00:00:00Z
AUC00305|hlopez|100.99|2025-07-29T00:00:00Z
AUC00305|hduncan|107.44|2025-07-29T00:00:00Z
AUC00305|usmith|126.2|2025-07-29T00:00:00Z
AUC00305|codyschmidt|137.59|2025-07-29T00:00:00Z
AUC00305|alexisryan|116.64|2025-07-29T00:00:00Z
AUC00305|davidhobbs|132.49|2025-07-29T00:00:00Z
AUC00305|lawsonchad|105.66|2025-07-30T00:00:00Z
AUC00305|dunnjames|151.55|2025-07-30T00:00:00Z
AUC00305|keithatkins|176.87|2025-07-30T00:00:00Z
AUC00305|qscott|153.36|2025-07-30T00:00:00Z
AUC00305|steven79|114.88|2025-07-30T00:00:00Z
AUC00305|christopherfoster|127.27|2025-07-30T00:00:00Z
AUC00305|donald79|186.91|2025-07-30T00:00:00Z
AUC00305|chandlerrobert|186.31|2025-07-30T00:00:00Z
AUC00305|robert61|218.15|2025-07-30T00:00:00Z
AUC00305|michellehansen|149.1|2025-07-30T00:00:00Z
AUC00305|kim86|255.94|2025-07-30T00:00:00Z
AUC00306|glee|39.95|2025-02-19T00:00:00Z
AUC00306|elizabeth30|48.96|2025-02-19T00:00:00Z
AUC00306|pmyers|52.75|2025-02-19T00:00:00Z
AUC00306|jameskimberly|47.35|2025-02-19T00:00:00Z
AUC00306|sara56|54.34|2025-02-20T00:00:00Z
AUC00306|jessicapeterson|78.32|2025-02-20T00:00:00Z
AUC00306|vallison|57.48|2025-02-20T00:00:00Z
AUC00306|mreed|49.63|2025-02-20T00:00:00Z
AUC00306|susanalvarez|70.07|2025-02-20T00:00:00Z
AUC00307|carlsonelizabeth|47.96|2025-06-16T00:00:00Z
AUC00307|andrewtaylor|52.55|2025-06-16T00:00:00Z
AUC00307|charlesmata|64.77|2025-06-16T00:00:00Z
AUC00307|lchoi|58.16|2025-06-16T00:00:00Z
AUC00307|gomeznicholas|60.59|2025-06-17T00:00:00Z
AUC00307|rwoods|92.91|2025-06-17T00:00:00Z
AUC00307|simmonsjulia|82.45|2025-06-17T00:00:00Z
AUC00307|gowen|75.36|2025-06-17T00:00:00Z
AUC00307|salazarbrian|70.69|2025-06-17T00:00:00Z
AUC00307|vwalker|68.07|2025-06-17T00:00:00Z
AUC00307|mcguirebeth|126.49|2025-06-17T00:00:00Z
AUC00307|oclark|127.85|2025-06-17T00:00:00Z
AUC00307|jeanneprice|145.61|2025-06-17T00:00:00Z
AUC00307|mccoyashley|142.82|2025-06-17T00:00:00Z
AUC00307|brendameyer|118.46|2025-06-17T00:00:00Z
AUC00307|henryhill|71.72|2025-06-17T00:00:00Z
AUC00307|tsullivan|73.22|2025-06-17T00:00:00Z
AUC00307|eevans|121.69|2025-06-17T00:00:00Z
AUC00307|rmiller|164.1|2025-06-17T00:00:00Z
AUC00307|sean16|133.61|2025-06-17T00:00:00Z
AUC00307|sarah29|89.82|2025-06-17T00:00:00Z
AUC00307|wwhite|113.89|2025-06-17T00:00:00Z
AUC00308|brandonwilliams|74.06|2025-07-14T00:00:00Z
AUC00308|lesliehill|81.87|2025-07-15T00:00:00Z
AUC00308|nbennett|76.46|2025-07-15T00:00:00Z
AUC00308|ashleyscott|84.27|2025-07-15T00:00:00Z
AUC00308|bakermegan|106.87|2025-07-15T00:00:00Z
AUC00308|charlesmartin|108.79|2025-07-15T00:00:00Z
AUC00309|zacharygutierrez|85.78|2025-07-18T00:00:00Z
AUC00309|tiffanykemp|88.12|2025-07-18T00:00:00Z
AUC00309|johnsonjames|105.65|2025-07-18T00:00:00Z
AUC00309|meltonsteven|95.75|2025-07-18T00:00:00Z
AUC00309|andersonsydney|101.15|2025-07-18T00:00:00Z
AUC00309|megangray|135.21|2025-07-18T00:00:00Z
AUC00309|nathanmccoy|94.13|2025-07-18T00:00:00Z
AUC00309|bellfrank|142.01|2025-07-18T00:00:00Z
AUC00309|karenjenkins|129.3|2025-07-18T00:00:00Z
AUC00309|padillamichael|143.7|2025-07-18T00:00:00Z
AUC00309|patricia41|114.46|2025-07-18T00:00:00Z
AUC00309|marvin76|157|2025-07-18T00:00:00Z
AUC00309|jamescarpenter|103.8|2025-07-18T00:00:00Z
AUC00309|robinthompson|164.8|2025-07-18T00:00:00Z
AUC00309|loweandrew|191.93|2025-07-18T00:00:00Z
AUC00309|kmccormick|147.99|2025-07-18T00:00:00Z
AUC00309|ufry|245.17|2025-07-18T00:00:00Z
AUC00309|amybrown|150.81|2025-07-18T00:00:00Z
AUC00309|guzmantroy|230.19|2025-07-18T00:00:00Z
AUC00309|asmith|209.66|2025-07-18T00:00:00Z
AUC00309|silvachristopher|140.37|2025-07-18T00:00:00Z
AUC00309|nicole08|262.08|2025-07-18T00:00:00Z
AUC00310|loganevans|15.92|2025-06-20T00:00:00Z
AUC00310|danielle34|22.27|2025-06-20T00:00:00Z
AUC00310|mphillips|22.32|2025-06-20T00:00:00Z
AUC00310|ychristensen|24.69|2025-06-20T00:00:00Z
AUC00310|floreswilliam|39.1|2025-06-20T00:00:00Z
AUC00311|chad09|44.7|2025-02-05T00:00:00Z
AUC00311|emily58|46.05|2025-02-05T00:00:00Z
AUC00311|ascott|53.96|2025-02-05T00:00:00Z
AUC00311|angel64|61.18|2025-02-05T00:00:00Z
AUC00311|michaellewis|79.09|2025-02-05T00:00:00Z
AUC00311|imaldonado|78.24|2025-02-05T00:00:00Z
AUC00311|enelson|82.28|2025-02-05T00:00:00Z
AUC00311|kchapman|62.85|2025-02-05T00:00:00Z
AUC00311|andreagarcia|99.25|2025-02-05T00:00:00Z
AUC00311|jason29|54.63|2025-02-05T00:00:00Z
AUC00311|katherine57|133.45|2025-02-05T00:00:00Z
AUC00311|cmurphy|130.09|2025-02-05T00:00:00Z
AUC00311|lopezjamie|70.64|2025-02-06T00:00:00Z
AUC00311|beckerpatricia|129.7|2025-02-06T00:00:00Z
AUC00311|matthew36|87.16|2025-02-06T00:00:00Z
AUC00311|lisa16|69.94|2025-02-06T00:00:00Z
AUC00311|williampowell|157.71|2025-02-06T00:00:00Z
AUC00311|brendahoffman|193.93|2025-02-06T00:00:00Z
AUC00311|philipstewart|200.66|2025-02-06T00:00:00Z
AUC00311|robertchristian|231.95|2025-02-06T00:00:00Z
AUC00311|nancyboyd|133.32|2025-02-06T00:00:00Z
AUC00311|leonard70|246.9|2025-02-06T00:00:00Z
AUC00312|howardchristopher|58.65|2025-05-29T00:00:00Z
AUC00312|dmoore|62.94|2025-05-29T00:00:00Z
AUC00312|uharris|65.45|2025-05-29T00:00:00Z
AUC00312|mark10|78.67|2025-05-29T00:00:00Z
AUC00312|ggonzalez|95.16|2025-05-29T00:00:00Z
AUC00312|nicoledorsey|80.89|2025-05-29T00:00:00Z
AUC00312|knightgary|95.1|2025-05-29T00:00:00Z
AUC00312|jessica11|127.03|2025-05-29T00:00:00Z
AUC00312|manuelbarton|96.45|2025-05-29T00:00:00Z
AUC00312|wwhite|91.47|2025-05-29T00:00:00Z
AUC00312|zsaunders|133.56|2025-05-30T00:00:00Z
AUC00312|heather53|115.98|2025-05-30T00:00:00Z
AUC00312|nwilliams|79.49|2025-05-30T00:00:00Z
AUC00312|youngtammy|132.21|2025-05-30T00:00:00Z
AUC00312|adam14|115.57|2025-05-30T00:00:00Z
AUC00312|dawn04|156.39|2025-05-30T00:00:00Z
AUC00312|ryanreynolds|107.03|2025-05-30T00:00:00Z
AUC00313|benjaminortiz|13.69|2025-07-28T00:00:00Z
AUC00313|elizabethking|21.36|2025-07-28T00:00:00Z
AUC00313|qkelly|31.37|2025-07-28T00:00:00Z
AUC00313|morrischarles|43.28|2025-07-28T00:00:00Z
AUC00313|velasqueztimothy|49|2025-07-28T00:00:00Z
AUC00313|nicolethomas|24.57|2025-07-28T00:00:00Z
AUC00313|bearddestiny|71.34|2025-07-28T00:00:00Z
AUC00313|lsmith|68.83|2025-07-28T00:00:00Z
AUC00313|amanda38|62.09|2025-07-28T00:00:00Z
AUC00313|michael04|100.58|2025-07-28T00:00:00Z
AUC00313|fmiller|78.51|2025-07-28T00:00:00Z
AUC00313|morrisonmary|43.97|2025-07-28T00:00:00Z
AUC00313|bdiaz|91.4|2025-07-28T00:00:00Z
AUC00313|rbailey|99.62|2025-07-29T00:00:00Z
AUC00313|cindy06|72.61|2025-07-29T00:00:00Z
AUC00313|mckenzielester|94.35|2025-07-29T00:00:00Z
AUC00313|spencermorgan|87.27|2025-07-29T00:00:00Z
AUC00313|allenjeffrey|134.98|2025-07-29T00:00:00Z
AUC00313|lopezsandra|102.32|2025-07-29T00:00:00Z
AUC00313|meghan78|126.35|2025-07-29T00:00:00Z
AUC00313|michaela92|99.27|2025-07-29T00:00:00Z
AUC00313|james76|57.4|2025-07-29T00:00:00Z
AUC00313|zwilliams|103.61|2025-07-29T00:00:00Z
AUC00314|nicholas79|10.14|2025-03-03T00:00:00Z
AUC00314|carrie69|13.94|2025-03-03T00:00:00Z
AUC00314|johnsonerica|24.19|2025-03-03T00:00:00Z
AUC00314|tara52|28.97|2025-03-03T00:00:00Z
AUC00314|sandersmarcus|28.49|2025-03-03T00:00:00Z
AUC00314|richardmitchell|23.18|2025-03-03T00:00:00Z
AUC00314|ralvarez|17.93|2025-03-03T00:00:00Z
AUC00314|spencerlisa|68.88|2025-03-03T00:00:00Z
AUC00314|jacobsonjeremy|19.42|2025-03-03T00:00:00Z
AUC00314|natalieross|24.77|2025-03-03T00:00:00Z
AUC00314|jessica67|61.25|2025-03-03T00:00:00Z
AUC00314|lallen|105.96|2025-03-03T00:00:00Z
AUC00314|mooremitchell|93.33|2025-03-03T00:00:00Z
AUC00314|ogonzalez|35.29|2025-03-03T00:00:00Z
AUC00314|taylorjasmin|92.12|2025-03-03T00:00:00Z
AUC00314|cynthiacochran|102.56|2025-03-03T00:00:00Z
AUC00314|leejeremy|59.12|2025-03-03T00:00:00Z
AUC00314|alex37|56.24|2025-03-03T00:00:00Z
AUC00314|davidclark|35.14|2025-03-03T00:00:00Z
AUC00314|markhoffman|148.05|2025-03-03T00:00:00Z
AUC00314|joshua23|103.41|2025-03-03T00:00:00Z
AUC00314|ajones|74.61|2025-03-03T00:00:00Z
AUC00315|herringnicholas|76.75|2025-02-07T00:00:00Z
AUC00315|samueljohnson|82.28|2025-02-07T00:00:00Z
AUC00315|william97|83.38|2025-02-07T00:00:00Z
AUC00315|wgibson|97.8|2025-02-07T00:00:00Z
AUC00315|monique53|94.49|2025-02-07T00:00:00Z
AUC00315|davisjeffery|85.38|2025-02-07T00:00:00Z
AUC00315|oflores|96.29|2025-02-07T00:00:00Z
AUC00315|davidbowen|105.87|2025-02-08T00:00:00Z
AUC00315|kyleroberson|119.7|2025-02-08T00:00:00Z
AUC00315|gerald55|135.15|2025-02-08T00:00:00Z
AUC00315|brandimccullough|112.27|2025-02-08T00:00:00Z
AUC00315|darrell13|141.19|2025-02-08T00:00:00Z
AUC00315|dannyyang|169.4|2025-02-08T00:00:00Z
AUC00315|louisbauer|99.39|2025-02-08T00:00:00Z
AUC00315|jessica75|175.67|2025-02-08T00:00:00Z
AUC00315|kphillips|149.67|2025-02-08T00:00:00Z
AUC00315|opeck|168.35|2025-02-08T00:00:00Z
AUC00315|juliamorton|208.9|2025-02-08T00:00:00Z
AUC00315|ambermurillo|96.05|2025-02-08T00:00:00Z
AUC00315|kimberly33|242.84|2025-02-08T00:00:00Z
AUC00315|knelson|144.33|2025-02-08T00:00:00Z
AUC00315|roconnor|207.5|2025-02-08T00:00:00Z
AUC00316|amyking|36.36|2025-04-11T00:00:00Z
AUC00316|afuller|42.97|2025-04-11T00:00:00Z
AUC00316|smithkyle|39.28|2025-04-12T00:00:00Z
AUC00316|paulmcdaniel|50.19|2025-04-12T00:00:00Z
AUC00317|philipcantrell|43.34|2025-07-01T00:00:00Z
AUC00317|johnspears|45.98|2025-07-01T00:00:00Z
AUC00317|casey72|46.04|2025-07-02T00:00:00Z
AUC00318|vchavez|73.47|2025-03-03T00:00:00Z
AUC00318|nroberson|83.04|2025-03-03T00:00:00Z
AUC00318|blackabigail|85.38|2025-03-03T00:00:00Z
AUC00318|donaldsonwendy|86|2025-03-03T00:00:00Z
AUC00318|logan54|96.56|2025-03-03T00:00:00Z
AUC00318|gregory73|79.98|2025-03-03T00:00:00Z
AUC00318|garzajessica|84.28|2025-03-03T00:00:00Z
AUC00318|hlarson|109.24|2025-03-03T00:00:00Z
AUC00318|richardtucker|131.64|2025-03-03T00:00:00Z
AUC00318|jgomez|86.27|2025-03-03T00:00:00Z
AUC00318|mwilliams|153.88|2025-03-03T00:00:00Z
AUC00318|smallraymond|119.32|2025-03-03T00:00:00Z
AUC00318|wardandrea|185.7|2025-03-03T00:00:00Z
AUC00318|jenniferdiaz|142.89|2025-03-03T00:00:00Z
AUC00318|christopher14|208.33|2025-03-03T00:00:00Z
AUC00318|collinskyle|114.41|2025-03-03T00:00:00Z
AUC00318|mark14|129.27|2025-03-03T00:00:00Z
AUC00318|jstrong|110.08|2025-03-03T00:00:00Z
AUC00318|thompsondavid|197.5|2025-03-03T00:00:00Z
AUC00319|qsutton|19.3|2025-06-14T00:00:00Z
AUC00319|terrellmariah|21.35|2025-06-14T00:00:00Z
AUC00319|megan44|23.54|2025-06-14T00:00:00Z
AUC00319|gmacias|33.01|2025-06-14T00:00:00Z
AUC00319|todd12|52.44|2025-06-14T00:00:00Z
AUC00319|vhowell|56.01|2025-06-14T00:00:00Z
AUC00319|rpatel|36.25|2025-06-14T00:00:00Z
AUC00319|jevans|48.19|2025-06-14T00:00:00Z
AUC00319|timothynelson|40.19|2025-06-15T00:00:00Z
AUC00319|phillipsrobert|32.96|2025-06-15T00:00:00Z
AUC00319|deborah57|70.52|2025-06-15T00:00:00Z
AUC00319|stephaniealexander|97.67|2025-06-15T00:00:00Z
AUC00319|mackenziemyers|33.06|2025-06-15T00:00:00Z
AUC00319|ortegajohn|49.92|2025-06-15T00:00:00Z
AUC00320|hnash|52.25|2025-02-07T00:00:00Z
AUC00320|sarah42|56.05|2025-02-07T00:00:00Z
AUC00320|jamesbrooke|63.26|2025-02-07T00:00:00Z
AUC00320|adam31|80.52|2025-02-07T00:00:00Z
AUC00320|aimeesmith|90.89|2025-02-07T00:00:00Z
AUC00320|thomasbentley|86.95|2025-02-07T00:00:00Z
AUC00320|uhuffman|72.79|2025-02-07T00:00:00Z
AUC00320|tarawarren|68.94|2025-02-07T00:00:00Z
AUC00320|herreracarmen|125.91|2025-02-07T00:00:00Z
AUC00320|wigginslaurie|89.12|2025-02-07T00:00:00Z
AUC00320|julia53|129.37|2025-02-08T00:00:00Z
AUC00320|anthonywilson|138.94|2025-02-08T00:00:00Z
AUC00321|alexanderbrian|61.82|2025-04-04T00:00:00Z
AUC00321|saraross|68.35|2025-04-04T00:00:00Z
AUC00321|maxwelljones|77.81|2025-04-04T00:00:00Z
AUC00321|ymiller|85.12|2025-04-04T00:00:00Z
AUC00322|diazclaudia|77.89|2025-06-19T00:00:00Z
AUC00322|stephenmorales|80.92|2025-06-19T00:00:00Z
AUC00322|johnnavarro|87.29|2025-06-19T00:00:00Z
AUC00322|cathy65|91.63|2025-06-19T00:00:00Z
AUC00322|vincentsmith|94.47|2025-06-19T00:00:00Z
AUC00322|wendy36|126.27|2025-06-19T00:00:00Z
AUC00322|wyattdaniel|122.31|2025-06-19T00:00:00Z
AUC00322|pkeller|135.91|2025-06-19T00:00:00Z
AUC00322|bdrake|95.86|2025-06-19T00:00:00Z
AUC00322|denisejames|93.8|2025-06-19T00:00:00Z
AUC00322|sean48|164.3|2025-06-19T00:00:00Z
AUC00322|stoneanthony|137.29|2025-06-20T00:00:00Z
AUC00323|bairdjohnny|30.59|2025-08-17T00:00:00Z
AUC00323|andrewanderson|32.32|2025-08-17T00:00:00Z
AUC00323|gregory00|35.65|2025-08-17T00:00:00Z
AUC00323|corymiller|59.44|2025-08-17T00:00:00Z
AUC00323|kevinharrison|58.26|2025-08-17T00:00:00Z
AUC00323|barronwesley|54.76|2025-08-17T00:00:00Z
AUC00323|kimberlycabrera|66.61|2025-08-17T00:00:00Z
AUC00323|rubiorhonda|83.57|2025-08-17T00:00:00Z
AUC00323|jacksonsean|105.71|2025-08-17T00:00:00Z
AUC00323|swalker|120.35|2025-08-17T00:00:00Z
AUC00323|ryan99|44.12|2025-08-17T00:00:00Z
AUC00323|jodischroeder|114.2|2025-08-17T00:00:00Z
AUC00323|figueroakerry|90.15|2025-08-17T00:00:00Z
AUC00323|mendozakaren|61.38|2025-08-17T00:00:00Z
AUC00323|moniquewalker|46.51|2025-08-17T00:00:00Z
AUC00323|wardkathy|124.68|2025-08-17T00:00:00Z
AUC00323|dalepierce|111.79|2025-08-17T00:00:00Z
AUC00323|pamelapennington|98.45|2025-08-17T00:00:00Z
AUC00323|scotttaylor|175.57|2025-08-17T00:00:00Z
AUC00323|pstein|88.23|2025-08-17T00:00:00Z
AUC00323|cschmidt|101.64|2025-08-17T00:00:00Z
AUC00323|margaretjackson|109.75|2025-08-17T00:00:00Z
AUC00324|whitekevin|86.65|2025-04-01T00:00:00Z
AUC00324|peterrodriguez|91.23|2025-04-01T00:00:00Z
AUC00324|wreynolds|90.89|2025-04-01T00:00:00Z
AUC00324|lindsey06|103.4|2025-04-02T00:00:00Z
AUC00324|bryantfrank|105.17|2025-04-02T00:00:00Z
AUC00324|robertgonzales|101.79|2025-04-02T00:00:00Z
AUC00324|yhuff|118.27|2025-04-02T00:00:00Z
AUC00324|milleralexandra|154.99|2025-04-02T00:00:00Z
AUC00325|ryanjohnson|20.05|2025-08-12T00:00:00Z
AUC00325|donald64|25.51|2025-08-12T00:00:00Z
AUC00325|bradley86|24.43|2025-08-12T00:00:00Z
AUC00326|williamsdawn|98.81|2025-06-11T00:00:00Z
AUC00326|kmartinez|104.4|2025-06-11T00:00:00Z
AUC00326|josebrown|117.67|2025-06-11T00:00:00Z
AUC00326|yhaas|116.93|2025-06-11T00:00:00Z
AUC00326|wlopez|122.1|2025-06-11T00:00:00Z
AUC00326|mollypeters|132.89|2025-06-11T00:00:00Z
AUC00326|nicholstodd|134.55|2025-06-11T00:00:00Z
AUC00326|kristimoore|121.41|2025-06-11T00:00:00Z
AUC00326|chadbarnett|134.18|2025-06-11T00:00:00Z
AUC00326|cruzamanda|131.35|2025-06-11T00:00:00Z
AUC00326|melissa52|132.16|2025-06-11T00:00:00Z
AUC00326|christophertaylor|119.49|2025-06-11T00:00:00Z
AUC00326|thicks|183.71|2025-06-11T00:00:00Z
AUC00326|mary92|150.75|2025-06-11T00:00:00Z
AUC00326|kwallace|130.58|2025-06-11T00:00:00Z
AUC00326|vclark|135.5|2025-06-11T00:00:00Z
AUC00327|fosborn|33.93|2025-08-15T00:00:00Z
AUC00327|jeffrey21|43.68|2025-08-15T00:00:00Z
AUC00327|lpatterson|53.87|2025-08-15T00:00:00Z
AUC00327|bspencer|60.17|2025-08-15T00:00:00Z
AUC00327|bhughes|72.9|2025-08-15T00:00:00Z
AUC00327|andrea06|49.76|2025-08-16T00:00:00Z
AUC00327|kyleflynn|78.16|2025-08-16T00:00:00Z
AUC00327|ellenmiller|60.82|2025-08-16T00:00:00Z
AUC00327|dbrown|76.72|2025-08-16T00:00:00Z
AUC00327|betty29|106.52|2025-08-16T00:00:00Z
AUC00327|briannamiranda|52.11|2025-08-16T00:00:00Z
